5.73 	5.73 	5.73 	5.53 	5.90	5.53 	6.03 	7.13 	7.80 	9.07	6.10 	6.27 	6.30 	6.43 	6.27	6.50 	6.37 	7.13 	6.57 	6.33	6.57 	6.03 	5.87 	6.33 	6.43	5.97 	5.87 	7.70 	8.80 	8.17
9.63 	9.60 	8.13 	7.83 	8.37 	5.83 	5.70 	5.77 	6.03 	5.93 	8.80 	9.33 	8.60 	7.33 	6.97 	4.50 	4.67 	5.23 	5.27 	5.17 	7.60 	9.37 	8.67 	7.20 	6.83 	5.40 	5.67 	5.57 	5.57 	5.50 
9.47 	8.97 	7.80 	7.50 	8.57 	5.53 	5.20 	5.47 	5.57 	5.50 	7.80 	7.67 	6.47 	6.10 	7.77 	4.50 	4.70 	4.93 	4.90 	4.97 	7.47 	7.07 	7.10 	5.37 	7.00 	5.13 	5.37 	5.33 	5.07 	5.13 
8.53 	9.27 	8.30 	8.30 	8.40 	5.80 	5.83 	5.93 	5.83 	5.87 	8.47 	7.83 	7.23 	6.80 	7.57 	4.33 	4.57 	4.57 	4.80 	4.73 	8.10 	6.87 	6.90 	4.93 	6.77 	5.23 	4.93 	4.90 	5.07 	5.23 
6.53 	6.33 	5.97 	8.07 	8.20 	5.33 	5.37 	5.70 	5.70 	5.67 	5.43 	5.50 	4.53 	7.17 	7.47 	4.40 	4.57 	4.57 	4.60 	4.67 	6.10 	6.27 	6.60 	7.13 	7.33 	4.90 	4.20 	5.00 	5.20 	5.23 
8.23 	7.40 	7.10 	8.80 	8.53	5.30 	5.27 	5.13 	5.30 	5.17	6.47 	7.17 	6.83 	8.20 	7.83	4.43 	4.33 	4.67 	4.70 	4.73	7.10 	7.20 	7.30 	7.20 	6.87	4.83 	4.90 	5.03 	5.00 	4.90
6.17 	6.43 	6.80 	6.60 	6.77 	6.87 	6.70 	3.77 	4.03 	4.87 	5.77 	6.03 	6.43 	6.93 	6.50 	6.07 	6.27 	3.80 	4.27 	4.40 	6.10 	6.30 	6.57 	6.33 	7.17 	5.73 	5.70 	4.07 	4.27 	4.57 
5.87 	6.57 	6.83 	6.53 	6.97 	6.83 	6.50 	3.83 	4.07 	4.23 	5.80 	6.23 	6.10 	6.40 	5.53 	6.00 	5.97 	3.53 	4.07 	4.30 	5.80 	5.93 	5.83 	6.30 	6.47 	6.23 	5.50 	3.70 	4.00 	4.43 
6.27 	6.33 	6.47 	6.43 	6.70 	7.00 	6.97 	6.70 	6.03 	6.20 	5.83 	6.10 	6.07 	6.77 	6.83 	6.63 	5.23 	6.13 	7.43 	7.63 	6.27 	6.37 	6.33 	5.70 	5.83 	5.30 	4.93 	5.70 	4.87 	5.73 
6.47 	6.30 	6.43 	6.57 	6.57 	7.07 	6.23 	6.23 	7.33 	7.63 	6.10 	6.10 	6.13 	6.50 	6.40 	5.83 	5.03 	5.33 	6.13 	6.73 	5.73 	5.63 	6.03 	6.53 	6.37 	5.77 	4.87 	5.23 	5.53 	5.80 
6.10 	6.57 	6.73 	6.60 	6.30	6.47 	6.47 	7.00 	7.73 	8.63	5.90 	5.90 	6.10 	6.20 	6.90	5.87 	5.13 	6.90 	6.47 	7.47	6.17 	5.63 	5.70 	5.93 	5.87	5.30 	5.60 	6.63 	6.77 	6.27
